,user,date,items
807,909,2020-09-12T15:44:51+05:30,[21266]
808,909,2020-09-12T13:48:26+05:30,"[21251, 21252, 21565, 21262]"
809,909,2020-09-12T11:57:44+05:30,"[22945, 22942]"
810,909,2020-09-12T11:03:15+05:30,[21252]
811,909,2020-09-11T20:14:07+05:30,[21253]
812,909,2020-09-11T14:25:58+05:30,"[21251, 21252, 21262]"
813,909,2020-09-11T14:02:48+05:30,[21262]
814,909,2020-09-11T13:33:38+05:30,"[21251, 21263]"
815,909,2020-09-11T13:13:22+05:30,"[21413, 21263]"
816,909,2020-09-11T11:14:43+05:30,"[21253, 21263]"
817,909,2020-09-11T10:53:44+05:30,"[21252, 21263]"
818,909,2020-09-11T10:43:04+05:30,[21252]
819,909,2020-09-11T10:37:36+05:30,"[21251, 21252]"
820,909,2020-09-11T09:26:05+05:30,[21262]
821,909,2020-09-11T08:50:19+05:30,[21252]
822,909,2020-09-10T20:09:19+05:30,[21253]
823,909,2020-09-10T19:32:07+05:30,[20976]
824,909,2020-09-10T19:25:19+05:30,"[21252, 21262, 21263]"
825,909,2020-09-10T18:34:57+05:30,[21253]
826,909,2020-09-10T15:31:19+05:30,[21263]
827,909,2020-09-10T13:43:30+05:30,[21679]
828,909,2020-09-10T13:37:41+05:30,"[21251, 21252, 21262, 21691, 21694]"
829,909,2020-09-10T12:46:53+05:30,[21253]
830,909,2020-09-10T12:18:36+05:30,[21251]
831,909,2020-09-10T11:54:00+05:30,[21302]
832,909,2020-09-10T11:09:05+05:30,[21262]
833,909,2020-09-10T10:59:53+05:30,"[21264, 21262]"
834,909,2020-09-10T10:45:36+05:30,[21262]
835,909,2020-09-10T10:43:57+05:30,"[21264, 22865]"
836,909,2020-09-09T20:11:18+05:30,[21263]
837,909,2020-09-09T17:34:48+05:30,"[21264, 21263]"
838,909,2020-09-09T15:39:58+05:30,[21253]
839,909,2020-09-09T13:21:33+05:30,[21251]
840,909,2020-09-09T11:40:40+05:30,"[21252, 21253]"
841,909,2020-09-09T11:34:00+05:30,"[21264, 21251, 21263]"
842,909,2020-09-09T11:06:19+05:30,[21263]
843,909,2020-09-09T10:38:53+05:30,[21253]
844,909,2020-09-09T09:36:31+05:30,[21253]
845,909,2020-09-08T19:29:09+05:30,[22198]
846,909,2020-09-08T14:30:50+05:30,"[22868, 22869, 22870]"
847,909,2020-09-08T14:12:39+05:30,"[22868, 22869, 22870]"
848,909,2020-09-08T13:42:19+05:30,"[21251, 21253, 21263, 22130, 21694]"
849,909,2020-09-08T12:21:46+05:30,"[21264, 21251, 21263]"
850,909,2020-09-08T11:55:11+05:30,"[21253, 21263]"
851,909,2020-09-08T10:39:27+05:30,[21264]
852,909,2020-09-07T19:04:30+05:30,[22005]
853,909,2020-09-07T16:26:50+05:30,[21263]
854,909,2020-09-07T16:11:19+05:30,[21264]
855,909,2020-09-07T15:53:40+05:30,"[21251, 21253, 21263]"
856,909,2020-09-07T12:35:10+05:30,[21302]
857,909,2020-09-07T12:24:39+05:30,"[21251, 21252]"
858,909,2020-09-05T20:28:12+05:30,[21253]
859,909,2020-09-05T17:27:12+05:30,[21252]
860,909,2020-09-05T16:31:24+05:30,[21252]
861,909,2020-09-05T14:01:29+05:30,[21413]
862,909,2020-09-05T13:51:45+05:30,[21413]
863,909,2020-09-05T12:39:47+05:30,[21266]
864,909,2020-09-05T12:18:51+05:30,[21263]
865,909,2020-09-05T12:05:22+05:30,"[21251, 22198, 21691, 21694]"
866,909,2020-09-05T11:13:56+05:30,[21252]
867,909,2020-09-04T17:56:47+05:30,[21253]
868,909,2020-09-04T17:09:58+05:30,[21253]
869,909,2020-09-04T16:45:15+05:30,"[21262, 21263, 21266, 21267, 22198]"
870,909,2020-09-04T14:17:15+05:30,"[21267, 21262]"
871,909,2020-09-04T14:11:16+05:30,[21253]
872,909,2020-09-04T13:57:07+05:30,[21253]
873,909,2020-09-04T13:50:09+05:30,"[21262, 21263]"
874,909,2020-09-04T13:21:27+05:30,[21264]
875,909,2020-09-04T12:17:28+05:30,[21251]
876,909,2020-09-04T10:56:07+05:30,"[21252, 22861, 22863, 21267, 22868, 22869, 22870]"
877,909,2020-09-04T10:34:12+05:30,[21264]
878,909,2020-09-03T20:12:42+05:30,[21253]
879,909,2020-09-03T19:05:59+05:30,"[22865, 21252]"
880,909,2020-09-03T13:09:28+05:30,[21262]
881,909,2020-09-03T12:48:42+05:30,[21253]
882,909,2020-09-03T12:35:02+05:30,"[21264, 21251, 21413]"
883,909,2020-09-03T10:26:39+05:30,[21262]
884,909,2020-09-03T10:19:14+05:30,[21252]
885,909,2020-09-03T09:37:46+05:30,[21253]
886,909,2020-09-02T19:49:53+05:30,[20976]
887,909,2020-09-02T12:58:28+05:30,"[21691, 21263]"
888,909,2020-09-02T12:47:36+05:30,"[21264, 21251]"
889,909,2020-09-02T12:27:04+05:30,"[21413, 21262]"
890,909,2020-09-02T12:20:56+05:30,"[21413, 21253, 21263]"
891,909,2020-09-02T11:57:10+05:30,"[21251, 21413]"
892,909,2020-09-02T11:49:43+05:30,[21253]
893,909,2020-09-02T11:46:48+05:30,[21253]
894,909,2020-09-02T11:39:29+05:30,[21264]
895,909,2020-09-02T11:32:03+05:30,[21264]
896,909,2020-09-02T10:47:47+05:30,"[22198, 21262]"
897,909,2020-09-01T19:21:49+05:30,"[21267, 21251, 21262, 21263]"
898,909,2020-09-01T15:48:28+05:30,"[21252, 21253, 21263]"
899,909,2020-09-01T15:45:09+05:30,"[21264, 21252, 21253, 21302]"
900,909,2020-09-01T10:10:14+05:30,"[21253, 21413, 21262, 21266, 21267]"
901,909,2020-09-01T08:25:15+05:30,[21302]
902,909,2020-09-01T08:23:00+05:30,[21262]
903,909,2020-08-31T19:24:50+05:30,"[21267, 21262]"
904,909,2020-08-31T19:18:28+05:30,[21302]
905,909,2020-08-31T18:46:53+05:30,[21253]
906,909,2020-08-31T17:48:07+05:30,[21253]
907,909,2020-08-31T17:35:46+05:30,"[21264, 21413]"
908,909,2020-08-31T17:04:28+05:30,"[21251, 21413, 21302]"
909,909,2020-08-31T13:52:01+05:30,"[21251, 21262, 21263]"
910,909,2020-08-31T12:13:44+05:30,"[21267, 21263]"
911,909,2020-08-31T11:16:07+05:30,"[21266, 21251, 21253]"
912,909,2020-08-31T11:02:26+05:30,"[22210, 21267]"
913,909,2020-08-31T10:59:10+05:30,"[21251, 21253]"
914,909,2020-08-29T18:12:38+05:30,[21253]
915,909,2020-08-29T17:30:34+05:30,[21302]
916,909,2020-08-29T13:49:55+05:30,[21263]
917,909,2020-08-29T11:50:14+05:30,"[22210, 21267, 21252, 21765]"
918,909,2020-08-29T11:43:38+05:30,[21413]
919,909,2020-08-29T10:39:09+05:30,[21263]
920,909,2020-08-29T10:36:49+05:30,[21263]
921,909,2020-08-29T10:24:59+05:30,"[21413, 21263]"
922,909,2020-08-28T19:29:02+05:30,[20976]
923,909,2020-08-28T18:10:51+05:30,[21252]
924,909,2020-08-28T14:00:03+05:30,"[21252, 21413]"
925,909,2020-08-28T12:59:51+05:30,[21267]
926,909,2020-08-28T11:20:21+05:30,"[21234, 21253]"
927,909,2020-08-28T11:18:14+05:30,[21253]
928,909,2020-08-28T10:29:12+05:30,"[21264, 21253, 21302]"
929,909,2020-08-28T10:06:35+05:30,[21264]
930,909,2020-08-27T18:05:34+05:30,[22198]
931,909,2020-08-27T17:52:44+05:30,[21262]
932,909,2020-08-27T15:26:51+05:30,[21252]
933,909,2020-08-27T14:55:41+05:30,[21252]
934,909,2020-08-27T14:38:17+05:30,[21252]
935,909,2020-08-27T11:51:42+05:30,"[21253, 21263]"
936,909,2020-08-27T08:39:57+05:30,[21253]
937,909,2020-08-26T19:11:39+05:30,[20976]
938,909,2020-08-26T18:04:45+05:30,[21263]
939,909,2020-08-26T16:48:35+05:30,[21251]
940,909,2020-08-26T14:25:44+05:30,[21413]
941,909,2020-08-26T14:16:17+05:30,[21262]
942,909,2020-08-26T13:08:20+05:30,[21253]
943,909,2020-08-26T13:03:37+05:30,"[21264, 21262, 21263]"
944,909,2020-08-26T10:34:15+05:30,[21252]
945,909,2020-08-26T08:43:10+05:30,[21251]
946,909,2020-08-25T16:38:19+05:30,[21253]
947,909,2020-08-25T14:00:46+05:30,"[21264, 21302, 21262]"
948,909,2020-08-25T13:43:13+05:30,[21262]
949,909,2020-08-25T12:22:34+05:30,[21253]
950,909,2020-08-25T11:55:40+05:30,"[22227, 22228]"
951,909,2020-08-25T10:39:29+05:30,[21253]
952,909,2020-08-25T10:37:53+05:30,[21252]
953,909,2020-08-25T10:30:26+05:30,[21253]
954,909,2020-08-25T10:03:19+05:30,"[21264, 21302]"
955,909,2020-08-24T12:57:51+05:30,[21253]
956,909,2020-08-24T12:31:47+05:30,[21252]
957,909,2020-08-24T11:17:24+05:30,"[21267, 21252]"
958,909,2020-08-24T10:57:21+05:30,[21253]
959,909,2020-08-24T10:30:58+05:30,[21263]
960,909,2020-08-23T19:51:59+05:30,[21252]
961,909,2020-08-23T16:48:17+05:30,"[21264, 21251]"
962,909,2020-08-22T18:38:01+05:30,"[22508, 22509, 22510, 22511, 22512, 22513, 22364]"
963,909,2020-08-22T14:37:39+05:30,"[21266, 21413, 21263]"
964,909,2020-08-22T13:38:18+05:30,"[21253, 21413]"
965,909,2020-08-22T12:58:06+05:30,"[21302, 21252, 21262]"
966,909,2020-08-22T10:43:26+05:30,[21251]
967,909,2020-08-21T18:56:00+05:30,[22508]
968,909,2020-08-21T15:11:41+05:30,[21263]
969,909,2020-08-21T15:09:25+05:30,"[21252, 21262]"
970,909,2020-08-21T13:31:03+05:30,"[21252, 21253, 21263]"
971,909,2020-08-21T12:41:29+05:30,[21413]
972,909,2020-08-20T18:58:51+05:30,"[21264, 21252, 21253, 21302]"
973,909,2020-08-20T18:09:29+05:30,[21251]
974,909,2020-08-20T17:44:05+05:30,[21676]
975,909,2020-08-20T17:25:25+05:30,[21253]
976,909,2020-08-20T16:16:45+05:30,[21252]
977,909,2020-08-20T15:47:43+05:30,"[21251, 21413]"
978,909,2020-08-20T13:52:27+05:30,[21253]
979,909,2020-08-20T12:28:54+05:30,"[21267, 21262]"
980,909,2020-08-20T11:23:44+05:30,"[21252, 21262]"
981,909,2020-08-20T11:13:51+05:30,[21676]
982,909,2020-08-20T11:04:06+05:30,"[21267, 21252, 21262]"
983,909,2020-08-20T10:55:32+05:30,[21251]
984,909,2020-08-20T10:45:43+05:30,"[21252, 21262]"
985,909,2020-08-19T14:50:57+05:30,"[21267, 21252]"
986,909,2020-08-19T12:21:40+05:30,"[21264, 21413, 22198]"
987,909,2020-08-19T11:26:03+05:30,[21263]
988,909,2020-08-19T11:17:11+05:30,[21251]
989,909,2020-08-19T11:11:20+05:30,[21251]
990,909,2020-08-19T10:48:52+05:30,"[21267, 21251]"
991,909,2020-08-19T10:38:07+05:30,[21253]
992,909,2020-08-18T18:09:22+05:30,[21253]
993,909,2020-08-18T15:54:50+05:30,[20059]
994,909,2020-08-18T14:19:12+05:30,[21264]
995,909,2020-08-18T13:00:15+05:30,"[21264, 21252, 21253, 21302]"
996,909,2020-08-18T11:33:33+05:30,"[21251, 21253]"
997,909,2020-08-18T10:47:46+05:30,[21253]
998,909,2020-08-18T10:39:34+05:30,[21263]
999,909,2020-08-18T10:19:51+05:30,[21263]
1000,909,2020-08-18T10:03:02+05:30,[21262]
1001,909,2020-08-17T11:31:03+05:30,"[21253, 21263]"
1002,909,2020-08-17T10:57:14+05:30,"[22210, 21262]"
1003,909,2020-08-17T10:23:47+05:30,[21302]
1004,909,2020-08-15T12:50:52+05:30,[20060]
1005,909,2020-08-15T12:42:14+05:30,[20060]
1006,909,2020-08-15T11:38:40+05:30,[21252]
1007,909,2020-08-15T10:46:06+05:30,[22198]
1008,909,2020-08-15T10:10:28+05:30,[21264]
1009,909,2020-08-14T18:02:20+05:30,[21264]
1010,909,2020-08-14T17:07:44+05:30,[21253]
1011,909,2020-08-14T12:36:05+05:30,"[21264, 21252]"
1012,909,2020-08-14T12:24:40+05:30,[21263]
1013,909,2020-08-14T12:03:49+05:30,"[21264, 21262]"
1014,909,2020-08-14T11:11:39+05:30,[21263]
1015,909,2020-08-14T11:05:18+05:30,[21253]
1016,909,2020-08-13T16:46:42+05:30,[21266]
1017,909,2020-08-13T13:40:37+05:30,"[21264, 21413]"
1018,909,2020-08-13T11:13:35+05:30,"[21264, 21262, 21263]"
1019,909,2020-08-12T10:59:19+05:30,[21262]
1020,909,2020-08-12T10:51:46+05:30,"[21253, 21413]"
1021,909,2020-08-11T14:39:27+05:30,"[21251, 21413, 21263]"
1022,909,2020-08-11T14:31:19+05:30,"[21267, 21262]"
1023,909,2020-08-11T13:38:25+05:30,[22198]
1024,909,2020-08-11T11:00:44+05:30,[21253]
1025,909,2020-08-11T10:27:00+05:30,[21413]
1026,909,2020-08-10T19:38:08+05:30,"[21267, 21262]"
1027,909,2020-08-10T18:22:46+05:30,[21251]
1028,909,2020-08-10T13:11:51+05:30,[21253]
1029,909,2020-08-10T12:12:11+05:30,[21679]
1030,909,2020-08-10T10:47:43+05:30,[21413]
1031,909,2020-08-09T18:53:49+05:30,[21253]
1032,909,2020-08-09T12:15:23+05:30,"[21251, 21253]"
1033,909,2020-08-08T19:25:58+05:30,[21253]
1034,909,2020-08-08T19:24:34+05:30,[21302]
1035,909,2020-08-08T19:21:48+05:30,[21302]
1036,909,2020-08-08T18:11:51+05:30,[21251]
1037,909,2020-08-08T15:20:43+05:30,[21262]
1038,909,2020-08-08T13:29:56+05:30,[21253]
1039,909,2020-08-08T13:24:01+05:30,[21253]
1040,909,2020-08-08T13:14:17+05:30,"[21266, 21262]"
1041,909,2020-08-08T12:51:31+05:30,[21263]
1042,909,2020-08-08T12:47:23+05:30,[21302]
1043,909,2020-08-08T12:24:13+05:30,"[21262, 21263]"
1044,909,2020-08-08T10:41:47+05:30,"[21251, 21252, 21413, 21302]"
1045,909,2020-08-08T10:19:57+05:30,"[21264, 21251]"
1046,909,2020-08-07T12:19:32+05:30,"[21413, 21263]"
1047,909,2020-08-07T11:30:02+05:30,"[22228, 21253]"
1048,909,2020-08-07T10:04:47+05:30,"[21251, 21252]"
1049,909,2020-08-06T15:48:49+05:30,[21413]
1050,909,2020-08-06T11:39:29+05:30,[21252]
1051,909,2020-08-05T14:06:15+05:30,"[21251, 21263]"
1052,909,2020-08-05T13:52:09+05:30,[21253]
1053,909,2020-08-05T13:47:29+05:30,[21252]
1054,909,2020-08-04T18:43:24+05:30,[21263]
1055,909,2020-08-04T17:52:42+05:30,[21252]
1056,909,2020-08-04T16:26:53+05:30,[21262]
1057,909,2020-08-04T13:23:42+05:30,"[21266, 21263]"
1058,909,2020-08-04T13:10:30+05:30,[21413]
1059,909,2020-08-04T11:27:49+05:30,[21267]
1060,909,2020-08-03T10:17:59+05:30,[21264]
1061,909,2020-08-02T10:53:53+05:30,[21264]
1062,909,2020-08-02T09:49:19+05:30,[21302]
1063,909,2020-08-01T19:43:03+05:30,"[21676, 21679]"
1064,909,2020-08-01T17:30:31+05:30,[21267]
1065,909,2020-08-01T10:59:54+05:30,"[21264, 21253]"
1066,909,2020-08-01T10:39:20+05:30,"[21267, 21251, 21252]"
1067,909,2020-08-01T10:25:25+05:30,"[21413, 21302]"
1068,909,2020-08-01T10:19:38+05:30,[21413]
1069,909,2020-08-01T08:47:14+05:30,[21253]
1070,909,2020-08-01T08:43:55+05:30,[21253]
1071,909,2020-07-31T19:49:20+05:30,[21264]
1072,909,2020-07-31T18:17:06+05:30,"[21264, 21267, 21302]"
1073,909,2020-07-31T17:33:10+05:30,"[21267, 21262]"
1074,909,2020-07-31T16:05:09+05:30,"[21251, 21679]"
1075,909,2020-07-31T12:54:43+05:30,"[21251, 21253]"
1076,909,2020-07-31T11:02:28+05:30,[21267]
1077,909,2020-07-31T09:48:42+05:30,[21264]
1078,909,2020-07-30T16:43:01+05:30,"[21264, 21266, 21253, 21302]"
1079,909,2020-07-30T13:08:29+05:30,"[21253, 21263]"
1080,909,2020-07-30T12:11:37+05:30,[20059]
1081,909,2020-07-30T11:58:44+05:30,"[21253, 21413]"
1082,909,2020-07-30T11:55:51+05:30,[21266]
1083,909,2020-07-30T11:53:01+05:30,[21253]
1084,909,2020-07-30T11:04:41+05:30,[21253]
1085,909,2020-07-30T10:38:59+05:30,[21264]
1086,909,2020-07-29T11:59:23+05:30,"[21996, 21694]"
1087,909,2020-07-28T14:07:07+05:30,[21264]
1088,909,2020-07-28T13:40:35+05:30,"[21264, 21262]"
1089,909,2020-07-28T13:33:24+05:30,"[21251, 21253]"
1090,909,2020-07-28T11:41:19+05:30,[21253]
1091,909,2020-07-28T11:15:09+05:30,"[21253, 21263]"
1092,909,2020-07-28T10:53:27+05:30,[21253]
1093,909,2020-07-27T17:43:58+05:30,[21251]
1094,909,2020-07-27T17:19:22+05:30,"[21264, 21252]"
1095,909,2020-07-27T15:04:41+05:30,"[21251, 21253, 21413]"
1096,909,2020-07-27T13:12:43+05:30,[21263]
1097,909,2020-07-27T10:56:39+05:30,[21252]
1098,909,2020-07-27T10:53:09+05:30,[21302]
1099,909,2020-07-25T16:28:50+05:30,"[21413, 21263]"
1100,909,2020-07-25T16:09:13+05:30,[20059]
1101,909,2020-07-25T12:42:56+05:30,[21302]
1102,909,2020-07-25T12:23:35+05:30,[21262]
1103,909,2020-07-25T11:26:39+05:30,[21262]
1104,909,2020-07-25T11:13:07+05:30,"[21302, 21262]"
1105,909,2020-07-24T17:28:54+05:30,[21302]
1106,909,2020-07-24T13:50:09+05:30,"[21264, 21252]"
1107,909,2020-07-24T12:55:55+05:30,[21253]
1108,909,2020-07-24T11:51:38+05:30,[21253]
1109,909,2020-07-24T10:24:06+05:30,"[21413, 21302]"
1110,909,2020-07-24T09:48:59+05:30,"[21251, 21253, 21263]"
1111,909,2020-07-23T16:25:09+05:30,[21253]
1112,909,2020-07-23T15:43:42+05:30,"[21266, 21252]"
1113,909,2020-07-23T15:11:51+05:30,[21263]
1114,909,2020-07-23T14:24:43+05:30,[21253]
1115,909,2020-07-23T13:46:57+05:30,[21251]
1116,909,2020-07-23T12:10:10+05:30,[20060]
1117,909,2020-07-23T11:55:40+05:30,[21413]
1118,909,2020-07-23T11:06:17+05:30,[21565]
1119,909,2020-07-22T19:33:32+05:30,"[21253, 21302]"
1120,909,2020-07-22T15:33:49+05:30,[21253]
1121,909,2020-07-22T13:43:43+05:30,"[21264, 21252]"
1122,909,2020-07-22T12:23:39+05:30,[21413]
1123,909,2020-07-22T11:29:02+05:30,[21253]
1124,909,2020-07-22T11:19:36+05:30,"[21252, 21253]"
1125,909,2020-07-22T10:47:09+05:30,"[21995, 22078]"
1126,909,2020-07-22T10:13:47+05:30,"[21413, 21263]"
1127,909,2020-07-21T19:12:55+05:30,[21253]
1128,909,2020-07-21T14:29:03+05:30,"[21252, 21262]"
1129,909,2020-07-21T13:30:56+05:30,"[21266, 21413]"
1130,909,2020-07-21T10:14:33+05:30,"[21252, 21413]"
1131,909,2020-07-20T15:15:10+05:30,"[21253, 21263]"
1132,909,2020-07-20T11:58:54+05:30,"[21266, 21251]"
1133,909,2020-07-20T11:34:38+05:30,[21413]
1134,909,2020-07-20T09:57:16+05:30,[21413]
1135,909,2020-07-18T17:58:16+05:30,[21253]
1136,909,2020-07-18T13:20:41+05:30,"[21251, 21263]"
1137,909,2020-07-18T12:37:34+05:30,[21253]
1138,909,2020-07-18T11:59:32+05:30,[21413]
1139,909,2020-07-17T19:22:48+05:30,[21413]
1140,909,2020-07-17T17:30:50+05:30,[21252]
1141,909,2020-07-17T17:04:17+05:30,[21253]
1142,909,2020-07-17T14:20:59+05:30,[21252]
1143,909,2020-07-17T12:21:19+05:30,[21263]
1144,909,2020-07-17T12:11:39+05:30,[21264]
1145,909,2020-07-17T12:01:22+05:30,"[21264, 21252, 21262]"
1146,909,2020-07-17T11:34:11+05:30,"[21264, 21302]"
1147,909,2020-07-17T10:23:05+05:30,[21264]
1148,909,2020-07-16T19:55:23+05:30,[21253]
1149,909,2020-07-16T17:54:16+05:30,[21253]
1150,909,2020-07-16T17:34:09+05:30,[21264]
1151,909,2020-07-16T15:41:18+05:30,[21264]
1152,909,2020-07-16T12:56:53+05:30,[21251]
1153,909,2020-07-16T12:35:29+05:30,"[21264, 21263]"
1154,909,2020-07-16T10:37:16+05:30,"[21264, 21253]"
1155,909,2020-07-15T18:32:15+05:30,[21253]
1156,909,2020-07-15T14:49:32+05:30,[21253]
1157,909,2020-07-15T14:37:30+05:30,[21253]
1158,909,2020-07-15T12:28:50+05:30,"[21302, 21262]"
1159,909,2020-07-15T11:22:39+05:30,[21302]
1160,909,2020-07-15T11:04:58+05:30,[21264]
1161,909,2020-07-15T10:56:57+05:30,"[21675, 21676, 21253, 21413]"
1162,909,2020-07-15T10:23:21+05:30,"[21251, 21679]"
1163,909,2020-07-15T09:55:11+05:30,"[21266, 21252, 21253, 21263]"
1164,909,2020-07-15T09:35:06+05:30,"[21413, 21262]"
1165,909,2020-07-14T17:34:15+05:30,"[21251, 21252, 21253, 21262, 21263, 21264, 21267, 21302]"
1166,909,2020-07-14T13:30:00+05:30,"[21252, 21253, 21413]"
1167,909,2020-07-14T11:33:14+05:30,[21253]
1168,909,2020-07-14T11:24:54+05:30,[21252]
1169,909,2020-07-14T11:06:35+05:30,"[21264, 21253]"
1170,909,2020-07-14T10:49:53+05:30,[21263]
1171,909,2020-07-13T19:41:23+05:30,[21413]
1172,909,2020-07-13T17:49:13+05:30,"[21413, 21263]"
1173,909,2020-07-13T15:29:23+05:30,[20059]
1174,909,2020-07-13T15:11:02+05:30,[21253]
1175,909,2020-07-13T14:29:13+05:30,"[21253, 21263]"
1176,909,2020-07-13T14:07:49+05:30,[21253]
1177,909,2020-07-13T12:06:00+05:30,"[21266, 21253, 21263]"
1178,909,2020-07-13T11:24:01+05:30,[20059]
1179,909,2020-07-13T10:32:18+05:30,[21413]
1180,909,2020-07-12T18:57:12+05:30,"[21267, 21253]"
1181,909,2020-07-12T18:53:45+05:30,"[21266, 21253]"
1182,909,2020-07-11T19:14:55+05:30,[21264]
1183,909,2020-07-11T17:47:11+05:30,[21253]
1184,909,2020-07-11T17:29:28+05:30,"[21266, 21267]"
1185,909,2020-07-11T15:36:32+05:30,"[21253, 21413]"
1186,909,2020-07-11T13:26:09+05:30,[19444]
1187,909,2020-07-11T12:31:08+05:30,"[21413, 21263]"
1188,909,2020-07-11T11:54:32+05:30,"[21264, 21413, 21302, 21263]"
1189,909,2020-07-11T11:28:56+05:30,"[21413, 21253, 21263]"
1190,909,2020-07-11T11:03:32+05:30,[21253]
1191,909,2020-07-11T10:32:07+05:30,"[21252, 21253]"
1192,909,2020-07-10T11:52:26+05:30,"[21413, 21302]"
1193,909,2020-07-10T11:26:24+05:30,"[21266, 21413]"
1194,909,2020-07-10T11:19:32+05:30,"[21253, 21413]"
1195,909,2020-07-09T19:30:34+05:30,[21413]
1196,909,2020-07-09T19:06:00+05:30,"[21264, 21252]"
1197,909,2020-07-09T18:53:14+05:30,[21413]
1198,909,2020-07-09T17:42:24+05:30,[21253]
1199,909,2020-07-09T16:36:14+05:30,[19444]
1200,909,2020-07-09T13:25:57+05:30,"[21267, 21262]"
1201,909,2020-07-09T13:09:26+05:30,[21263]
1202,909,2020-07-09T12:14:31+05:30,[21263]
1203,909,2020-07-09T12:08:34+05:30,[21302]
1204,909,2020-07-09T11:46:59+05:30,[21263]
1205,909,2020-07-09T11:40:23+05:30,[21302]
1206,909,2020-07-09T11:10:57+05:30,"[21413, 21263]"
1207,909,2020-07-09T10:14:30+05:30,"[21264, 21263]"
1208,909,2020-07-08T18:02:20+05:30,[21413]
1209,909,2020-07-08T12:57:00+05:30,[21253]
1210,909,2020-07-08T12:50:16+05:30,"[21253, 21413]"
1211,909,2020-07-08T12:19:52+05:30,"[21253, 21302]"
1212,909,2020-07-08T10:33:44+05:30,[21252]
1213,909,2020-07-08T10:07:18+05:30,"[21253, 21413]"
1214,909,2020-07-08T09:54:32+05:30,[21253]
1215,909,2020-07-08T09:35:39+05:30,[21262]
1216,909,2020-07-07T18:48:48+05:30,[21251]
1217,909,2020-07-07T17:33:12+05:30,"[21251, 21252]"
1218,909,2020-07-07T17:21:09+05:30,[21253]
1219,909,2020-07-07T16:37:55+05:30,[21263]
1220,909,2020-07-07T16:20:15+05:30,"[21267, 21413]"
1221,909,2020-07-07T15:12:31+05:30,[21251]
1222,909,2020-07-07T14:35:06+05:30,[21251]
1223,909,2020-07-07T13:35:56+05:30,[21262]
1224,909,2020-07-07T12:06:10+05:30,[19444]
1225,909,2020-07-07T11:05:42+05:30,[21251]
1226,909,2020-07-07T10:52:13+05:30,"[21262, 21263]"
1227,909,2020-07-07T09:40:31+05:30,[21251]
1228,909,2020-07-06T17:39:51+05:30,[21251]
1229,909,2020-07-06T17:17:24+05:30,"[21264, 21251, 21262, 21263]"
1230,909,2020-07-06T15:57:38+05:30,"[21264, 21252, 21262]"
1231,909,2020-07-06T15:49:34+05:30,[19444]
1232,909,2020-07-06T15:27:33+05:30,[20059]
1233,909,2020-07-06T13:48:38+05:30,[21251]
1234,909,2020-07-06T13:37:31+05:30,[21262]
1235,909,2020-07-06T13:24:04+05:30,[21262]
1236,909,2020-07-06T12:39:00+05:30,[21302]
1237,909,2020-07-06T12:15:54+05:30,"[21413, 21302]"
1238,909,2020-07-06T12:06:15+05:30,[21252]
1239,909,2020-07-06T11:05:25+05:30,"[21253, 21302]"
1240,909,2020-07-06T10:56:24+05:30,"[21266, 21263]"
1241,909,2020-07-06T10:37:45+05:30,[21262]
1242,909,2020-07-06T10:06:55+05:30,[19320]
1243,909,2020-07-04T19:17:19+05:30,"[21267, 21251]"
1244,909,2020-07-04T18:33:34+05:30,"[21267, 21263]"
1245,909,2020-07-04T16:07:55+05:30,"[21264, 21252, 21262]"
1246,909,2020-07-04T15:18:53+05:30,[21262]
1247,909,2020-07-04T14:22:06+05:30,"[21251, 21252, 21253]"
1248,909,2020-07-04T13:52:12+05:30,[21262]
1249,909,2020-07-04T12:56:45+05:30,[21251]
1250,909,2020-07-04T12:18:32+05:30,[19444]
1251,909,2020-07-04T11:48:42+05:30,"[21251, 21252, 21262]"
1252,909,2020-07-04T11:44:14+05:30,[21251]
1253,909,2020-07-04T11:23:12+05:30,[21251]
1254,909,2020-07-04T10:57:39+05:30,[21251]
1255,909,2020-07-04T10:07:05+05:30,[21251]
1256,909,2020-07-03T17:26:13+05:30,[21267]
1257,909,2020-07-03T16:57:36+05:30,[20973]
1258,909,2020-07-03T15:30:22+05:30,[21251]
1259,909,2020-07-03T14:26:40+05:30,"[21267, 21262]"
1260,909,2020-07-03T13:22:40+05:30,[21253]
1261,909,2020-07-03T11:59:30+05:30,[20121]
1262,909,2020-07-03T11:38:41+05:30,"[21267, 21262]"
1263,909,2020-07-03T10:40:40+05:30,[21253]
1264,909,2020-07-03T10:35:32+05:30,[21267]
1265,909,2020-07-03T10:17:28+05:30,"[21302, 21262, 21263]"
1266,909,2020-07-02T17:32:27+05:30,[21263]
1267,909,2020-07-02T16:04:15+05:30,"[20059, 19444]"
1268,909,2020-07-02T14:16:45+05:30,[19444]
1269,909,2020-07-02T13:11:31+05:30,"[21267, 21262]"
1270,909,2020-07-02T11:23:47+05:30,"[21267, 21262]"
1271,909,2020-07-02T10:58:41+05:30,[21262]
1272,909,2020-07-02T09:51:48+05:30,[21251]
1273,909,2020-07-01T16:51:48+05:30,[21251]
1274,909,2020-07-01T15:17:05+05:30,[19320]
1275,909,2020-07-01T14:41:00+05:30,[20121]
1276,909,2020-07-01T12:10:30+05:30,[21252]
1277,909,2020-07-01T11:31:57+05:30,[21262]
